row_number,variable_name,issue_type,current_value,details
139,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
140,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
141,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
142,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
143,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
144,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
145,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
146,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
147,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
148,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
149,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
150,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
151,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
152,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
153,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
154,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
155,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
156,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
157,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
158,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
159,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
160,NoOfFamilyMembersFeMale,Missing Value,NaN,"Missing value in column ""NoOfFamilyMembersFeMale"""
1,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
2,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
3,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
4,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
5,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
6,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
7,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
8,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
9,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
10,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
11,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
12,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
13,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
14,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
15,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
16,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
17,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
18,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
19,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
20,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
21,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
22,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
23,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
24,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
25,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
26,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
27,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
28,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
29,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
30,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
31,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
32,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
33,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
34,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
35,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
36,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
37,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
38,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
39,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
40,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
41,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
42,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
43,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
44,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
45,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
46,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
47,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
48,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
49,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
50,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
51,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
52,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
53,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
54,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
55,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
56,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
57,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
58,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
59,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
60,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
61,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
62,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
63,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
64,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
65,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
66,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
67,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
68,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
69,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
70,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
71,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
72,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
73,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
74,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
75,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
76,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
77,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
78,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
79,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
80,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
81,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
82,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
83,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
84,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
85,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
86,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
87,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
88,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
89,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
90,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
91,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
92,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
93,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
94,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
95,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
96,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
97,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
98,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
99,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
100,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
101,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
102,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
103,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
104,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
105,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
106,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
107,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
108,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
109,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
110,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
111,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
112,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
113,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
114,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
115,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
116,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
117,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
118,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
119,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
120,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
121,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
122,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
123,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
124,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
125,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
126,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
127,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
128,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
129,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
130,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
131,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
132,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
133,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
134,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
135,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
136,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
137,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
138,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
139,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
140,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
141,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
142,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
143,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
144,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
145,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
146,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
147,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
148,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
149,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
150,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
151,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
152,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
153,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
154,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
155,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
156,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
157,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
158,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
159,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
160,IncomePerCapita,Missing Value,NaN,"Missing value in column ""IncomePerCapita"""
121,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
122,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
123,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
124,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
125,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
126,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
127,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
128,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
129,AgeAtWhichMenarcheAttained,Missing Value,NaN,"Missing value in column ""AgeAtWhichMenarcheAttained"""
